CODUSU,NRO_HOGAR,NIVEL_ED,CH03,CH04,CH06,CH07,PP04A,CAT_OCUP,INTENSI,PP3E_TOT,CATEGORIA,CALIFICACION,P21
TQRMNORQPHJKKTCDEGIBJ00657728,1,Superior universitaria completa,Conyuge / Pareja,Mujer,49,unido?,...privada,Patron,Sobreocupado,48,Directivos de pequeñas y microempresas,Técnicos,0
TQRMNORPPHLOLMCDEGIBJ00636255,1,Secundaria completa,Jefe/a,Varon,44,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,65000
TQRMNORPPHLOLMCDEGIBJ00636255,1,Secundaria completa,Conyuge / Pareja,Mujer,54,casado?,...privada,Obrero o empleado,Sobreocupado,70,Ocupaciones de la comercialización indirecta,No calificados,14000
TQRMNOSWRHMOLPCDEGIBJ00630236,1,Primaria completa,Jefe/a,Varon,42,unido?,...estatal,Obrero o empleado,Sobreocupado,56,Ocupaciones de servicios de limpieza no domésticos,No calificados,20000
TQRMNOSWRHMOLPCDEGIBJ00630236,1,Primaria completa,Conyuge / Pareja,Mujer,42,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,8500
TQRMNOPTVHKOLOCDEGIBJ00653581,1,Secundaria incompleta,Jefe/a,Varon,56,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,35000
TQRMNOSPSHKMKUCDEGJBF00657745,1,Secundaria completa,Jefe/a,Mujer,35,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,42000
TQSMNORRTHLOKQCDEGJBF00636404,1,Secundaria completa,Jefe/a,Varon,23,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",No calificados,0
TQRMNORRTHLOKQCDEGJBF00636480,1,Primaria completa,Jefe/a,Varon,51,viudo/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,0
TQRMNORRTHLOKQCDEGJBF00636480,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,20,soltero/a?,...de otro tipo,Obrero o empleado,Subocupado por insuficiencia horaria,12,Ocupaciones de servicios gastronómicos,No calificados,8500
TQRMNOPTQHJMKSCDEGJBF00657766,1,Secundaria completa,Jefe/a,Mujer,42,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,9600
TQRMNORXTHJMKSCDEGJBF00657767,1,Superior universitaria incompleta,Jefe/a,Mujer,45,casado?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,31,Ocupaciones de la salud y sanidad,Técnicos,3000
TQRMNORSVHMLKSCDEGJBF00630349,1,Superior universitaria incompleta,Jefe/a,Varon,49,casado?,...privada,Patron,Ocupado que no trabajo en la semana,0,Directivos de pequeñas y microempresas,Técnicos,40000
TQRMNORUUHLOMNCDEGJBF00636533,1,Secundaria completa,Jefe/a,Varon,53,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,38000
TQRMNORUUHLOMNCDEGJBF00636533,1,Secundaria completa,Hijo/a Hijastro/a,Varon,29,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios gastronómicos,No calificados,29000
TQRMNORUUHLOMNCDEGJBF00636533,1,Superior universitaria incompleta,Yerno/Nuera,Mujer,23,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios gastronómicos,No calificados,23000
TQRMNORQUHKMMNCDEGJBF00653786,1,Superior universitaria incompleta,Jefe/a,Mujer,48,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,24,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,40000
TQRMNORQUHKMMNCDEGJBF00653786,1,Primaria completa,Otros Familiares,Mujer,59,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,Operativos,40000
TQRMNOQQPHKNMOCDEGJBF00653787,1,Secundaria completa,Jefe/a,Mujer,30,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,10500
TQRMNOQVRHLMMOCDEGJBF00636504,1,Superior universitaria completa,Jefe/a,Mujer,56,casado?,...estatal,Obrero o empleado,Ocupado pleno,24,Ocupaciones de la salud y sanidad,Técnicos,65000
TQRMNOQVRHLMMOCDEGJBF00636504,1,Superior universitaria completa,Conyuge / Pareja,Varon,60,casado?,...estatal,Obrero o empleado,Ocupado pleno,24,Ocupaciones de la salud y sanidad,Técnicos,65000
TQRMNOQVSHLMMOCDEGJBF00642439,1,Superior universitaria completa,Jefe/a,Mujer,31,casado?,...privada,Cuenta propia,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Profesionales,30000
TQRMNOQVSHLMMOCDEGJBF00642439,1,Secundaria completa,Conyuge / Pareja,Varon,31,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Técnicos,15000
TQRMNOQVUHLMMOCDEGJBF00636407,1,Secundaria completa,Hijo/a Hijastro/a,Varon,25,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,20000
TQRMNOQVUHLMMOCDEGJBF00636407,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,21,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,No calificados,20000
TQRMNOQPVHLOLSCDEGJBF00636418,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,44,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,12,Ocupaciones de los servicios domésticos,No calificados,5000
TQRMNOQPVHLOLSCDEGJBF00636418,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,37,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,18,Ocupaciones de los servicios domésticos,No calificados,8500
TQRMNOQQXHLOLSCDEGJBF00636507,1,Secundaria incompleta,Jefe/a,Mujer,29,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,36,Ocupaciones de servicios gastronómicos,Operativos,16000
TQRMNOSSVHLOLSCDEGJBF00636429,1,Primaria completa,Jefe/a,Varon,59,casado?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,0
TQRMNOSSVHLOLSCDEGJBF00636429,1,Primaria completa,Conyuge / Pareja,Mujer,58,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,9000
TQRMNOSSVHLOLSCDEGJBF00636429,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,24,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de servicios de limpieza no domésticos,No calificados,12000
TQRMNOSSVHLOLSCDEGJBF00636429,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,26,unido?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la producción industrial y artesanal,Operativos,50000
TQRMNOPYRHJKLLCDEGJBF00657840,1,Superior universitaria completa,Jefe/a,Varon,26,soltero/a?,...estatal,Obrero o empleado,Sobreocupado,40,Ocupaciones de la investigación,Profesionales,38000
TQRMNOPYUHJKLLCDEGJBF00657842,1,Superior universitaria completa,Jefe/a,Varon,37,unido?,...estatal,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,30000
TQRMNOSSPHJKLLCDEGJBF00657843,1,Superior universitaria completa,Jefe/a,Mujer,39,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,50000
TQRMNOSPUHLLLNCDEGJBF00636487,1,Superior universitaria completa,Jefe/a,Mujer,33,casado?,...privada,Cuenta propia,Ocupado pleno,40,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,60000
TQRMNOSPUHLLLNCDEGJBF00636487,1,Superior universitaria completa,Conyuge / Pareja,Varon,34,casado?,...estatal,Obrero o empleado,Ocupado pleno,35,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,60000
TQRMNOTPRHLLLNCDEGJBF00642478,1,Superior universitaria incompleta,Jefe/a,Varon,27,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la comercialización directa,Técnicos,55000
TQRMNORRQHMMMPCDEGJBF00630272,1,Superior universitaria completa,Jefe/a,Mujer,47,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,50000
TQRMNORYWHMMMPCDEGJBF00630267,1,Superior universitaria incompleta,Nietro/a,Mujer,24,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,7000
TQRMNOUVUHKNKMCDEGKDB00653821,1,Secundaria incompleta,Jefe/a,Varon,37,casado?,...privada,Obrero o empleado,Ocupado pleno,39,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",No calificados,-9
TQRMNOUVUHKNKMCDEGKDB00653821,1,Primaria incompleta (incluye educacion especial),Otros Familiares,Varon,59,viudo/a?,...privada,Obrero o empleado,Sobreocupado,60,Ocupaciones de la producción industrial y artesanal,Operativos,17000
TQRMNOQQXHKNKOCDEGKDB00657858,1,Superior universitaria incompleta,Jefe/a,Mujer,46,separado/a o divorsiado/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,30,Ocupaciones de la producción agrícola,Operativos,12000
TQRMNOQQXHKNKOCDEGKDB00657858,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,23,soltero/a?,...privada,Cuenta propia,Ocupado pleno,36,Ocupaciones del cuidado y la atención de personas,Operativos,8000
TQRMNOPTTHKNKPCDEGKDB00653833,1,Primaria completa,Jefe/a,Varon,30,casado?,...privada,Obrero o empleado,Sobreocupado,46,Ocupaciones del transporte,Operativos,30000
TQRMNOPTVHKNKPCDEGKDB00653973,1,Primaria completa,Jefe/a,Varon,50,casado?,...privada,Cuenta propia,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNOTPQHKMLLCDEGKDB00653900,1,Primaria completa,Jefe/a,Mujer,49,soltero/a?,...privada,Obrero o empleado,Sobreocupado,20,Ocupaciones de los servicios domésticos,No calificados,9500
TQRMNOTPQHKMLLCDEGKDB00653900,1,Secundaria completa,Hijo/a Hijastro/a,Varon,20,soltero/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la producción industrial y artesanal,No calificados,18000
TQRMNOPWXHKMLNCDEGKDB00653901,1,Secundaria completa,Jefe/a,Varon,42,casado?,...privada,Cuenta propia,Sobreocupado,60,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOPWXHKMLNCDEGKDB00653901,1,Superior universitaria completa,Conyuge / Pareja,Mujer,40,casado?,...estatal,Obrero o empleado,Subocupado por insuficiencia horaria,25,Ocupaciones de la educación,Técnicos,-9
TQRMNOPXSHLLKPCDEGKDB00636636,1,Secundaria incompleta,Jefe/a,Varon,55,casado?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,4,Ocupaciones del transporte,Operativos,-9
TQRMNOPXSHLLKPCDEGKDB00636636,1,Secundaria incompleta,Conyuge / Pareja,Mujer,56,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones del cuidado y la atención de personas,No calificados,18000
TQRMNOPQXHKMKMCDEGKDB00653889,1,Secundaria completa,Jefe/a,Mujer,54,unido?,...privada,Obrero o empleado,Ocupado pleno,24,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,46000
TQRMNOPQXHKMKMCDEGKDB00653889,1,Secundaria completa,Conyuge / Pareja,Varon,65,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones del transporte,Operativos,18000
TQRMNOPXWHKMKMCDEGKDB00653915,1,Primaria completa,Jefe/a,Varon,52,viudo/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,30,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,12000
TQRMNOPXWHKMKMCDEGKDB00653915,1,Primaria completa,Yerno/Nuera,Varon,29,unido?,...privada,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la comercialización ambulante y callejera,No calificados,10000
TQRMNOPXWHKMKMCDEGKDB00653915,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,30,soltero/a?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones de la reparación de bienes de consumo,Operativos,1400
TQRMNOPQQHKMLQCDEGKDB00653810,1,Primaria completa,Hijo/a Hijastro/a,Varon,33,soltero/a?,...privada,Obrero o empleado,Sobreocupado,46,Ocupaciones de la producción industrial y artesanal,Operativos,20000
TQSMNOPPVHMLLNCDEGKDB00630721,1,Secundaria incompleta,Jefe/a,Varon,62,casado?,...privada,Cuenta propia,Ocupado pleno,36,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,10000
TQSMNOPPVHMLLNCDEGKDB00630721,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,37,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,16,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,0
TQRMNOPPVHMLLNCDEGKDB00630534,1,Superior universitaria completa,Jefe/a,Mujer,33,unido?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,40000
TQRMNOPPVHMLLNCDEGKDB00630534,1,Secundaria completa,Conyuge / Pareja,Varon,35,unido?,...privada,Obrero o empleado,Ocupado pleno,44,Ocupaciones de la comercialización directa,Operativos,0
TQRMNOPQPHMLLNCDEGKDB00630704,1,Secundaria completa,Jefe/a,Varon,65,casado?,...privada,Cuenta propia,Ocupado pleno,30,Ocupaciones de la producción industrial y artesanal,Operativos,-9
TQRMNOPQPHMLLNCDEGKDB00630704,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,32,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,10,Ocupaciones de la educación,Técnicos,-9
TQRMNOPPRHKMLMCDEGKDB00657898,1,Superior universitaria completa,Jefe/a,Varon,55,casado?,...estatal,Obrero o empleado,Sobreocupado,40,Ocupaciones de la gestión jurídico-legal,Profesionales,50000
TQRMNOPPRHKMLMCDEGKDB00657898,1,Secundaria completa,Conyuge / Pareja,Mujer,50,casado?,...privada,Trabajador familiar sin remuneracion,Ocupado pleno,10,Ocupaciones de servicios gastronómicos,Operativos,0
TQRMNOQPSHKMLMCDEGLDF00654036,1,Secundaria completa,Hijo/a Hijastro/a,Mujer,27,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,25000
TQRMNORYYHLOLOCDEGLDF00636713,1,Secundaria incompleta,Jefe/a,Mujer,36,unido?,...privada,Obrero o empleado,Ocupado pleno,24,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,15000
TQRMNORYYHLOLOCDEGLDF00636713,1,Secundaria incompleta,Conyuge / Pareja,Varon,41,unido?,...estatal,Obrero o empleado,Ocupado pleno,25,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,20000
TQRMNOQTPHMOLMCDEGLDF00630773,1,Secundaria completa,Jefe/a,Mujer,50,soltero/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,25000
TQRMNOPSRHLOLLCDEGLDF00636712,3,Primaria completa,Jefe/a,Mujer,25,viudo/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,9000
TQRMNORYPHMOLOCDEGLDF00630817,1,Superior universitaria completa,Jefe/a,Mujer,42,soltero/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la educación,Profesionales,27000
TQRMNOPUUHMMKTCDEGLDF00630801,1,Superior universitaria completa,Jefe/a,Varon,52,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la gestión jurídico-legal,Profesionales,60000
TQRMNOQUUHMMKTCDEGLDF00630824,1,Secundaria completa,Hijo/a Hijastro/a,Varon,27,unido?,...estatal,Obrero o empleado,Ocupado pleno,25,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,15000
TQSMNOQUUHMMKTCDEGLDF00654117,1,Secundaria completa,Jefe/a,Varon,34,unido?,...privada,Obrero o empleado,Ocupado pleno,30,Ocupaciones de servicios de limpieza no domésticos,No calificados,12000
TQRMNORXTHMKKSCDEGIBJ00630126,1,Superior universitaria completa,Jefe/a,Varon,33,casado?,...estatal,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la producción de software,Ns.Nc,30000
TQRMNORXTHMKKSCDEGIBJ00630126,1,Secundaria completa,Conyuge / Pareja,Mujer,31,casado?,...estatal,Obrero o empleado,Ocupado pleno,35,"Ocupaciones de la gestión presupuestaria, contable y financiera",Técnicos,60000
TQRMNOPVVHMMKTCDEGIBJ00630114,1,Superior universitaria completa,Jefe/a,Mujer,34,separado/a o divorsiado/a?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,26000
TQRMNORQYHMMKTCDEGIBJ00630227,1,Superior universitaria completa,Jefe/a,Varon,32,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,Ocupaciones de la investigación,Técnicos,30000
TQRMNOUQUHLMLNCDEGIBJ00642148,1,Secundaria incompleta,Jefe/a,Varon,32,unido?,...privada,Cuenta propia,Sobreocupado,48,Ocupaciones de la comercialización ambulante y callejera,No calificados,8000
TQRMNORQVHKOLQCDEGIBJ00657669,1,Secundaria incompleta,Jefe/a,Varon,40,separado/a o divorsiado/a?,...privada,Cuenta propia,Ocupado pleno,40,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,24000
TQRMNORQWHKOLQCDEGIBJ00657670,1,Secundaria completa,Jefe/a,Varon,42,unido?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de los servicios de vigilancia y seguridad civil,Operativos,15000
TQRMNORQXHKOLQCDEGIBJ00657671,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Varon,47,separado/a o divorsiado/a?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNORQYHKOLQCDEGIBJ00657672,1,Superior universitaria completa,Hijo/a Hijastro/a,Mujer,38,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,35,Ocupaciones de la educación,Técnicos,18000
TQRMNOSUTHMOKPCDEGIBJ00630167,1,Secundaria incompleta,Jefe/a,Mujer,35,unido?,...privada,Cuenta propia,Sobreocupado,70,Ocupaciones de la comercialización directa,Operativos,14000
TQRMNOSUTHMOKPCDEGIBJ00630167,1,Secundaria completa,Conyuge / Pareja,Mujer,32,unido?,...de otro tipo,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,8500
TQRMNOSUVHMOKPCDEGIBJ00630158,1,Secundaria incompleta,Jefe/a,Varon,21,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,18000
